"adm1","adm2","hf","month","year","test","test_u5","test_ov5","test_rdt","test_rdt_u5","test_rdt_ov5","test_mic","test_mic_u5","test_mic_ov5","conf","conf_u5","conf_ov5","conf_rdt","conf_rdt_u5","conf_rdt_ov5","conf_mic","conf_mic_u5","conf_mic_ov5"
"East","Yorolesse",21,"Apr",2018,110,56,54,105,56,49,5,3,2,50,20,30,50,20,30,0,0,0
"East","Yorolesse",21,"May",2018,165,95,70,147,95,52,18,12,6,132,48,84,131,48,83,1,0,1
"East","Yorolesse",21,"Jun",2018,687,343,344,687,333,354,0,0,0,469,203,266,466,202,264,3,1,2
"East","Yorolesse",21,"Jul",2018,419,210,209,359,208,151,60,35,25,307,178,129,305,176,129,2,1,1
"East","Yorolesse",21,"Aug",2018,444,222,222,426,221,205,18,9,9,334,153,181,332,152,180,2,1,1
"East","Yorolesse",21,"Sep",2018,563,277,286,437,275,162,126,79,47,470,227,243,467,225,242,3,1,2
"East","Yorolesse",21,"Oct",2018,383,190,193,287,189,98,96,63,33,148,74,74,147,74,73,1,1,0
"East","Yorolesse",21,"Nov",2018,518,257,261,400,255,145,118,75,43,392,191,201,390,190,200,2,1,1
"East","Yorolesse",21,"Dec",2018,213,107,106,159,106,53,54,36,18,162,83,79,161,82,79,1,1,0
"Sahel","Lamanya",22,"Jan",2018,260,130,130,232,130,102,28,16,12,179,87,92,175,87,88,4,2,2
"Sahel","Lamanya",22,"Feb",2018,316,157,159,281,157,124,35,20,15,149,66,83,145,66,79,4,2,2
"Sahel","Lamanya",22,"Mar",2018,121,61,60,106,61,45,15,9,6,51,22,29,49,22,27,2,1,1
"Sahel","Lamanya",22,"Apr",2018,273,140,133,252,140,112,21,12,9,186,83,103,182,83,99,4,2,2
"Sahel","Lamanya",22,"May",2018,146,72,74,135,72,63,11,6,5,107,45,62,103,45,58,4,2,2
"Sahel","Lamanya",22,"Jun",2018,132,65,67,125,65,60,7,4,3,74,29,45,71,29,42,3,1,2
"Sahel","Lamanya",22,"Jul",2018,227,109,118,199,109,90,28,15,13,176,75,101,168,75,93,8,4,4
"Sahel","Lamanya",22,"Aug",2018,285,135,150,250,135,115,35,19,16,207,76,131,195,76,119,12,5,7
"Sahel","Lamanya",22,"Sep",2018,371,178,193,278,174,104,93,58,35,257,103,154,246,101,145,11,5,6
"Sahel","Lamanya",22,"Oct",2018,811,390,421,634,382,252,177,107,70,507,213,294,488,213,275,19,8,11
"Sahel","Lamanya",22,"Nov",2018,311,152,159,247,152,95,64,39,25,245,100,145,233,100,133,12,5,7
"Sahel","Lamanya",22,"Dec",2018,331,167,164,234,167,67,97,69,28,305,159,146,288,159,129,17,9,8
"West","Ushiranga",23,"Jan",2018,178,89,89,123,89,34,55,40,15,92,47,45,91,48,43,1,1,0
"West","Ushiranga",23,"Feb",2018,340,173,167,228,173,55,112,85,27,90,44,46,89,44,45,1,0,1
"West","Ushiranga",23,"Mar",2018,295,152,143,208,151,57,87,63,24,178,105,73,175,105,70,3,2,1
"West","Ushiranga",23,"Apr",2018,305,156,149,221,156,65,84,59,25,197,94,103,193,94,99,4,2,2
"West","Ushiranga",23,"May",2018,334,169,165,243,169,74,91,63,28,262,125,137,258,125,133,4,2,2
"West","Ushiranga",23,"Jun",2018,169,84,85,116,84,32,53,38,15,106,56,50,105,56,49,1,1,0
"West","Ushiranga",23,"Jul",2018,512,257,255,327,257,70,185,145,40,334,192,142,333,192,141,1,1,0
"West","Ushiranga",23,"Aug",2018,243,119,124,162,119,43,81,60,21,178,92,86,177,92,85,1,1,0
"West","Ushiranga",23,"Sep",2018,794,396,398,512,396,116,282,218,64,623,338,285,621,338,283,2,1,1
"West","Ushiranga",23,"Oct",2018,764,376,388,488,376,112,276,213,63,512,284,228,507,284,223,5,3,2
"West","Ushiranga",23,"Nov",2018,559,279,280,353,279,74,206,163,43,382,216,166,378,215,163,4,2,2
"West","Ushiranga",23,"Dec",2018,332,170,162,217,168,49,115,89,26,259,149,110,250,149,101,9,5,4
"West","Tangue",24,"Jan",2018,108,52,56,89,51,38,19,11,8,91,39,52,89,38,51,2,1,1
"West","Tangue",24,"Feb",2018,326,158,168,276,156,120,50,28,22,192,82,110,189,81,108,3,1,2
"West","Tangue",24,"Mar",2018,206,102,104,170,100,70,36,21,15,78,34,44,76,33,43,2,1,1
"West","Tangue",24,"Apr",2018,86,42,44,77,42,35,9,5,4,71,27,44,70,27,43,1,0,1
"West","Tangue",24,"May",2018,326,162,164,293,158,135,33,18,15,211,79,132,207,78,129,4,1,3
"West","Tangue",24,"Jun",2018,234,115,119,193,113,80,41,24,17,138,63,75,134,61,73,4,2,2
"West","Tangue",24,"Jul",2018,218,107,111,165,106,59,53,34,19,147,80,67,144,80,64,3,2,1
"West","Tangue",24,"Aug",2018,671,313,358,566,309,257,105,57,48,470,178,292,459,175,284,11,4,7
"West","Tangue",24,"Sep",2018,399,184,215,329,181,148,70,38,32,253,92,161,247,91,156,6,2,4
"West","Tangue",24,"Oct",2018,680,312,368,552,308,244,128,71,57,511,193,318,501,191,310,10,4,6
"West","Tangue",24,"Nov",2018,457,215,242,365,212,153,92,53,39,361,145,216,355,143,212,6,2,4
"West","Tangue",24,"Dec",2018,174,86,88,130,84,46,44,29,15,142,72,70,140,72,68,2,1,1
"North Coast","Buseli",25,"Jan",2018,237,117,120,172,118,54,65,44,21,149,74,75,148,73,75,1,0,1
"North Coast","Buseli",25,"Feb",2018,135,67,68,98,67,31,37,25,12,85,41,44,85,41,44,0,0,0
"North Coast","Buseli",25,"Mar",2018,236,118,118,178,118,60,58,39,19,96,44,52,95,43,52,1,0,1
"North Coast","Buseli",25,"Apr",2018,695,346,349,567,345,222,128,78,50,447,196,251,444,195,249,3,1,2
"North Coast","Buseli",25,"May",2018,163,82,81,127,82,45,36,23,13,118,54,64,117,53,64,1,0,1
"North Coast","Buseli",25,"Jun",2018,175,87,88,140,87,53,35,22,13,131,59,72,130,58,72,1,0,1
"North Coast","Buseli",25,"Jul",2018,263,129,134,213,129,84,50,30,20,150,77,73,147,77,70,3,2,1
"North Coast","Buseli",25,"Aug",2018,754,349,405,649,348,301,105,56,49,539,203,336,535,203,332,4,2,2
"North Coast","Buseli",25,"Sep",2018,643,300,343,468,299,169,175,112,63,597,246,351,593,245,348,4,2,2
"North Coast","Buseli",25,"Oct",2018,894,419,475,588,418,170,306,218,88,640,295,345,638,295,343,2,1,1
"North Coast","Buseli",25,"Nov",2018,71,33,38,46,33,13,25,18,7,44,18,26,44,18,26,0,0,0
"North Coast","Buseli",25,"Dec",2018,1090,552,538,689,552,137,401,321,80,674,374,300,670,374,296,4,2,2
"West","Bamakiary",26,"Jan",2018,256,122,134,176,118,58,80,54,26,132,57,75,126,55,71,6,3,3
"West","Bamakiary",26,"Feb",2018,309,148,161,207,146,61,102,72,30,166,78,88,159,76,83,7,3,4
"West","Bamakiary",26,"Mar",2018,245,117,128,184,114,70,61,38,23,112,49,63,107,48,59,5,2,3
"West","Bamakiary",26,"Apr",2018,260,128,132,188,124,64,72,48,24,160,75,85,153,73,80,7,3,4
"West","Bamakiary",26,"May",2018,281,136,145,215,133,82,66,41,25,153,67,86,145,65,80,8,4,4
"West","Bamakiary",26,"Jun",2018,336,162,174,246,158,88,90,58,32,200,92,108,191,90,101,9,4,5
"West","Bamakiary",26,"Jul",2018,141,67,74,102,65,37,39,25,14,61,28,33,57,26,31,4,2,2
"West","Bamakiary",26,"Aug",2018,530,244,286,425,239,186,105,59,46,449,154,295,433,150,283,16,6,10
"West","Bamakiary",26,"Sep",2018,425,191,234,345,188,157,80,44,36,222,68,154,214,67,147,8,3,5
"West","Bamakiary",26,"Oct",2018,559,243,316,487,238,249,72,35,37,347,111,236,331,107,224,16,5,11
"West","Bamakiary",26,"Nov",2018,440,195,245,411,190,221,29,13,16,332,109,223,320,107,213,12,4,8
"West","Bamakiary",26,"Dec",2018,195,93,102,162,91,71,33,18,15,172,78,94,167,77,90,5,2,3
"West","Tangue",27,"Jan",2018,318,154,164,262,151,111,56,32,24,227,97,130,223,95,128,4,2,2
"West","Tangue",27,"Feb",2018,258,125,133,218,123,95,40,23,17,212,90,122,208,89,119,4,2,2
"West","Tangue",27,"Mar",2018,194,96,98,160,94,66,34,20,14,68,30,38,67,29,38,1,0,1
"West","Tangue",27,"Apr",2018,255,126,129,228,124,104,27,15,12,227,87,140,222,85,137,5,2,3
"West","Tangue",27,"May",2018,216,107,109,194,105,89,22,12,10,157,59,98,154,58,96,3,1,2
"West","Tangue",27,"Jun",2018,494,244,250,407,238,169,87,51,36,276,125,151,269,123,146,7,3,4
"West","Tangue",27,"Jul",2018,744,366,378,564,361,203,180,115,65,491,268,223,481,266,215,10,6,4
"West","Tangue",27,"Aug",2018,576,269,307,486,265,221,90,49,41,417,158,259,408,156,252,9,3,6
"West","Tangue",27,"Sep",2018,298,137,161,246,135,111,52,29,23,230,83,147,225,83,142,5,2,3
"West","Tangue",27,"Oct",2018,820,376,444,665,371,294,155,87,68,596,225,371,585,223,362,11,4,7
"West","Tangue",27,"Nov",2018,153,72,81,122,71,51,31,18,13,107,43,64,105,42,63,2,1,1
"West","Tangue",27,"Dec",2018,486,239,247,364,236,128,122,79,43,304,155,149,300,154,146,4,2,2
"Central","Yagoloko",28,"Jan",2018,420,185,235,300,175,125,120,70,50,357,138,219,315,130,185,42,17,25
"Central","Yagoloko",28,"Feb",2018,295,141,154,256,135,121,39,21,18,119,41,78,110,39,71,9,3,6
"Central","Yagoloko",28,"Mar",2018,201,94,107,160,89,71,41,23,18,119,44,75,109,41,68,10,4,6
"Central","Yagoloko",28,"Apr",2018,302,142,160,242,136,106,60,34,26,174,79,95,164,76,88,10,5,5
"Central","Yagoloko",28,"May",2018,125,62,63,99,60,39,26,16,10,58,25,33,55,25,30,3,1,2
"Central","Yagoloko",28,"Jun",2018,34,16,18,26,15,11,8,5,3,12,5,7,11,5,6,1,0,1
"Central","Yagoloko",28,"Jul",2018,63,29,34,52,28,24,11,6,5,47,16,31,46,16,30,1,0,1
"Central","Yagoloko",28,"Aug",2018,393,177,216,378,174,204,15,7,8,228,77,151,222,76,146,6,2,4
"Central","Yagoloko",28,"Sep",2018,501,223,278,471,218,253,30,14,16,347,105,242,334,103,231,13,4,9
"Central","Yagoloko",28,"Oct",2018,277,112,165,277,110,167,0,0,0,212,50,162,203,49,154,9,2,7
"Central","Yagoloko",28,"Nov",2018,690,299,391,677,280,397,13,5,8,547,158,389,510,148,362,37,11,26
"Central","Yagoloko",28,"Dec",2018,395,180,215,380,177,203,15,7,8,289,94,195,277,92,185,12,4,8
"West","Kokam",29,"Jan",2018,218,108,110,163,108,55,55,36,19,125,59,66,123,59,64,2,1,1
"West","Kokam",29,"Feb",2018,225,110,115,179,110,69,46,28,18,172,78,94,168,78,90,4,2,2
"West","Kokam",29,"Mar",2018,723,358,365,613,357,256,110,64,46,401,173,228,390,171,219,11,5,6
"West","Kokam",29,"Apr",2018,320,161,159,262,159,103,58,35,23,250,105,145,245,105,140,5,2,3
"West","Kokam",29,"May",2018,316,156,160,261,156,105,55,33,22,192,89,103,189,89,100,3,1,2
"West","Kokam",29,"Jun",2018,174,86,88,133,86,47,41,26,15,123,56,67,120,56,64,3,1,2
"West","Kokam",29,"Jul",2018,612,301,311,476,300,176,136,86,50,465,237,228,449,236,213,16,8,8
"West","Kokam",29,"Aug",2018,753,351,402,661,350,311,92,49,43,596,223,373,590,222,368,6,2,4
"West","Kokam",29,"Sep",2018,550,261,289,448,261,187,102,59,43,405,165,240,401,165,236,4,2,2
"West","Kokam",29,"Oct",2018,265,127,138,196,127,69,69,45,24,182,80,102,177,80,97,5,2,3
"West","Kokam",29,"Nov",2018,377,185,192,275,184,91,102,68,34,316,140,176,307,140,167,9,4,5
"West","Kokam",29,"Dec",2018,131,66,65,90,65,25,41,30,11,93,50,43,92,50,42,1,1,0
"West","Kokam",30,"Jan",2018,193,96,97,144,96,48,49,33,16,89,42,47,87,42,45,2,1,1
"West","Kokam",30,"Feb",2018,198,97,101,157,96,61,41,25,16,113,51,62,110,51,59,3,1,2
"West","Kokam",30,"Mar",2018,248,123,125,210,122,88,38,22,16,153,66,87,149,65,84,4,2,2
"West","Kokam",30,"Apr",2018,268,135,133,220,134,86,48,29,19,147,62,85,144,61,83,3,1,2
"West","Kokam",30,"May",2018,384,190,194,317,189,128,67,40,27,258,120,138,254,120,134,4,2,2
"West","Kokam",30,"Jun",2018,84,42,42,64,41,23,20,13,7,42,19,23,41,19,22,1,0,1
"West","Kokam",30,"Jul",2018,281,138,143,219,138,81,62,39,23,203,103,100,196,103,93,7,4,3
"West","Kokam",30,"Aug",2018,600,280,320,527,279,248,73,39,34,448,168,280,443,167,276,5,2,3
"West","Kokam",30,"Sep",2018,1478,702,776,1203,702,501,275,160,115,1082,441,641,1071,441,630,11,5,6
"West","Kokam",30,"Oct",2018,218,105,113,161,104,57,57,37,20,177,78,99,172,78,94,5,2,3
"West","Kokam",30,"Nov",2018,723,355,368,527,352,175,196,131,65,434,193,241,422,193,229,12,5,7
"West","Kokam",30,"Dec",2018,956,480,476,654,472,182,302,218,84,622,332,290,615,331,284,7,4,3
"Plains","Zikishi",31,"Jan",2018,109,56,53,76,54,22,33,23,10,65,34,31,62,33,29,3,2,1
"Plains","Zikishi",31,"Feb",2018,309,157,152,218,156,62,91,65,26,187,96,91,185,95,90,2,1,1
"Plains","Zikishi",31,"Mar",2018,195,101,94,139,97,42,56,39,17,122,60,62,121,60,61,1,0,1
"Plains","Zikishi",31,"Apr",2018,238,120,118,187,117,70,51,32,19,161,68,93,160,67,93,1,0,1
"Plains","Zikishi",31,"May",2018,348,174,174,271,172,99,77,49,28,180,79,101,179,79,100,1,0,1
"Plains","Zikishi",31,"Jun",2018,306,152,154,251,144,107,55,32,23,168,77,91,167,76,91,1,0,1
"Plains","Zikishi",31,"Jul",2018,617,308,309,469,304,165,148,96,52,543,310,233,541,309,232,2,1,1
"Plains","Zikishi",31,"Aug",2018,142,71,71,109,67,42,33,20,13,131,58,73,131,58,73,0,0,0
"Plains","Zikishi",31,"Sep",2018,328,166,162,212,159,53,116,87,29,252,134,118,251,134,117,1,1,0
"Plains","Zikishi",31,"Oct",2018,581,296,285,372,293,79,209,165,44,381,208,173,380,208,172,1,1,0
"Plains","Zikishi",31,"Nov",2018,201,104,97,136,104,32,65,50,15,197,102,95,196,102,94,1,1,0
"Plains","Zikishi",31,"Dec",2018,277,144,133,179,143,36,98,78,20,231,138,93,230,137,93,1,1,0
"West","Gotou",32,"Jan",2018,43,22,21,32,22,10,11,7,4,27,13,14,27,13,14,0,0,0
"West","Gotou",32,"Feb",2018,69,34,35,53,34,19,16,10,6,43,21,22,43,21,22,0,0,0
"West","Gotou",32,"Mar",2018,278,140,138,208,140,68,70,47,23,175,84,91,173,84,89,2,1,1
"West","Gotou",32,"Apr",2018,243,123,120,198,123,75,45,28,17,171,78,93,170,78,92,1,0,1
"West","Gotou",32,"May",2018,150,75,75,123,75,48,27,16,11,73,32,41,72,32,40,1,0,1
"West","Gotou",32,"Jun",2018,242,121,121,180,121,59,62,42,20,128,66,62,127,66,61,1,1,0
"West","Gotou",32,"Jul",2018,111,57,54,72,56,16,39,30,9,49,30,19,49,30,19,0,0,0
"West","Gotou",32,"Aug",2018,478,237,241,347,237,110,131,89,42,372,193,179,371,192,179,1,1,0
"West","Gotou",32,"Sep",2018,519,259,260,363,258,105,156,111,45,366,192,174,365,192,173,1,1,0
"West","Gotou",32,"Oct",2018,464,230,234,335,228,107,129,88,41,356,185,171,355,185,170,1,1,0
"West","Gotou",32,"Nov",2018,283,141,142,200,140,60,83,58,25,186,94,92,186,94,92,0,0,0
"West","Gotou",32,"Dec",2018,556,279,277,393,278,115,163,115,48,250,142,108,249,142,107,1,1,0
"North Coast","Kanyabare",33,"Jan",2018,235,111,124,172,109,63,63,40,23,174,74,100,168,73,95,6,3,3
"North Coast","Kanyabare",33,"Feb",2018,201,95,106,157,93,64,44,26,18,130,50,80,126,50,76,4,2,2
"North Coast","Kanyabare",33,"Mar",2018,225,104,121,180,103,77,45,26,19,87,31,56,84,31,53,3,1,2
"North Coast","Kanyabare",33,"Apr",2018,192,90,102,160,89,71,32,18,14,116,42,74,112,41,71,4,1,3
"North Coast","Kanyabare",33,"May",2018,162,78,84,132,75,57,30,17,13,161,63,98,153,61,92,8,3,5
"North Coast","Kanyabare",33,"Jun",2018,401,188,213,301,183,118,100,61,39,190,74,116,181,72,109,9,4,5
"North Coast","Kanyabare",33,"Jul",2018,513,239,274,416,236,180,97,55,42,426,177,249,414,175,239,12,5,7
"North Coast","Kanyabare",33,"Aug",2018,381,165,216,381,163,218,0,0,0,300,77,223,294,77,217,6,2,4
"North Coast","Kanyabare",33,"Sep",2018,539,229,310,483,228,255,56,26,30,373,102,271,365,101,264,8,2,6
"North Coast","Kanyabare",33,"Oct",2018,90,39,51,76,39,37,14,7,7,48,14,34,47,14,33,1,0,1
"North Coast","Kanyabare",33,"Nov",2018,375,165,210,332,163,169,43,21,22,316,94,222,308,94,214,8,2,6
"North Coast","Kanyabare",33,"Dec",2018,751,350,401,544,349,195,207,133,74,629,271,358,609,270,339,20,9,11
"East","Yorolesse",34,"Jan",2018,282,142,140,236,138,98,46,27,19,207,100,107,202,99,103,5,2,3
"East","Yorolesse",34,"Feb",2018,57,29,28,49,29,20,8,5,3,26,12,14,26,12,14,0,0,0
"East","Yorolesse",34,"Mar",2018,148,74,74,124,74,50,24,14,10,88,38,50,87,37,50,1,0,1
"East","Yorolesse",34,"Apr",2018,430,219,211,409,219,190,21,11,10,175,71,104,175,71,104,0,0,0
"East","Yorolesse",34,"May",2018,175,101,74,156,100,56,19,12,7,119,44,75,118,43,75,1,0,1
"East","Yorolesse",34,"Jun",2018,105,52,53,105,51,54,0,0,0,65,28,37,65,28,37,0,0,0
"East","Yorolesse",34,"Jul",2018,386,193,193,331,191,140,55,32,23,245,142,103,244,141,103,1,1,0
"East","Yorolesse",34,"Aug",2018,469,235,234,450,233,217,19,10,9,368,168,200,366,167,199,2,1,1
"East","Yorolesse",34,"Sep",2018,814,401,413,633,398,235,181,114,67,578,279,299,574,276,298,4,2,2
"East","Yorolesse",34,"Oct",2018,236,117,119,177,117,60,59,39,20,140,70,70,139,70,69,1,1,0
"East","Yorolesse",34,"Nov",2018,364,180,184,281,179,102,83,53,30,241,117,124,240,117,123,1,0,1
"East","Yorolesse",34,"Dec",2018,372,186,186,277,185,92,95,64,31,270,138,132,269,138,131,1,1,0
"Central","Yagoloko",35,"Jan",2018,280,123,157,200,117,83,80,47,33,191,74,117,169,70,99,22,9,13
"Central","Yagoloko",35,"Feb",2018,117,56,61,102,54,48,15,8,7,71,25,46,66,23,43,5,2,3
"Central","Yagoloko",35,"Mar",2018,186,87,99,148,83,65,38,21,17,158,58,100,144,54,90,14,5,9
"Central","Yagoloko",35,"Apr",2018,35,17,18,28,16,12,7,4,3,24,11,13,23,11,12,1,0,1
"Central","Yagoloko",35,"May",2018,161,79,82,127,77,50,34,21,13,90,39,51,86,39,47,4,2,2
"Central","Yagoloko",35,"Jun",2018,338,158,180,262,148,114,76,43,33,135,59,76,123,55,68,12,5,7
"Central","Yagoloko",35,"Jul",2018,283,130,153,235,125,110,48,26,22,183,61,122,177,60,117,6,2,4
"Central","Yagoloko",35,"Aug",2018,973,439,534,936,432,504,37,17,20,588,198,390,572,195,377,16,5,11
"Central","Yagoloko",35,"Sep",2018,323,144,179,304,141,163,19,9,10,180,54,126,173,53,120,7,2,5
"Central","Yagoloko",35,"Oct",2018,424,171,253,424,168,256,0,0,0,327,77,250,313,75,238,14,3,11
"Central","Yagoloko",35,"Nov",2018,711,308,403,698,289,409,13,5,8,461,133,328,430,125,305,31,9,22
"Central","Yagoloko",35,"Dec",2018,108,49,59,104,48,56,4,2,2,103,34,69,99,33,66,4,1,3
"East","Marandre",36,"Jan",2018,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"East","Marandre",36,"Feb",2018,376,185,191,268,181,87,108,73,35,245,106,139,240,103,137,5,2,3
"East","Marandre",36,"Mar",2018,243,120,123,161,116,45,82,59,23,208,92,116,200,88,112,8,4,4
"East","Marandre",36,"Apr",2018,102,51,51,68,48,20,34,24,10,60,25,35,56,23,33,4,2,2
"East","Marandre",36,"May",2018,312,153,159,253,148,105,59,35,24,230,90,140,222,86,136,8,3,5
"East","Marandre",36,"Jun",2018,194,96,98,172,94,78,22,12,10,137,63,74,133,61,72,4,2,2
"East","Marandre",36,"Jul",2018,374,183,191,327,181,146,47,26,21,315,158,157,311,156,155,4,2,2
"East","Marandre",36,"Aug",2018,314,142,172,272,141,131,42,22,20,256,86,170,254,85,169,2,1,1
"East","Marandre",36,"Sep",2018,849,391,458,653,389,264,196,117,79,614,231,383,611,231,380,3,1,2
"East","Marandre",36,"Oct",2018,535,258,277,429,257,172,106,64,42,404,163,241,402,163,239,2,1,1
"East","Marandre",36,"Nov",2018,476,228,248,381,226,155,95,56,39,372,147,225,370,146,224,2,1,1
"East","Marandre",36,"Dec",2018,348,164,184,239,163,76,109,74,35,242,106,136,239,105,134,3,1,2
"Central","Laoye",37,"Jan",2018,238,113,125,211,111,100,27,14,13,152,62,90,149,61,88,3,1,2
"Central","Laoye",37,"Feb",2018,179,86,93,151,84,67,28,16,12,126,51,75,124,51,73,2,1,1
"Central","Laoye",37,"Mar",2018,242,112,130,195,110,85,47,27,20,118,49,69,116,49,67,2,1,1
"Central","Laoye",37,"Apr",2018,105,50,55,85,49,36,20,11,9,78,37,41,76,37,39,2,1,1
"Central","Laoye",37,"May",2018,116,56,60,96,54,42,20,11,9,88,40,48,86,40,46,2,1,1
"Central","Laoye",37,"Jun",2018,176,81,95,139,79,60,37,21,16,121,51,70,118,51,67,3,1,2
"Central","Laoye",37,"Jul",2018,162,76,86,146,75,71,16,8,8,102,42,60,101,42,59,1,0,1
"Central","Laoye",37,"Aug",2018,342,154,188,315,153,162,27,13,14,281,98,183,278,98,180,3,1,2
"Central","Laoye",37,"Sep",2018,964,432,532,882,428,454,82,40,42,715,248,467,708,247,461,7,2,5
"Central","Laoye",37,"Oct",2018,1487,656,831,1445,643,802,42,19,23,1066,337,729,1047,332,715,19,6,13
"Central","Laoye",37,"Nov",2018,366,166,200,361,164,197,5,2,3,272,90,182,268,89,179,4,1,3
"Central","Laoye",37,"Dec",2018,378,177,201,327,174,153,51,27,24,298,117,181,295,117,178,3,1,2
"West","Mbidima",38,"Jan",2018,172,82,90,121,80,41,51,34,17,40,17,23,40,17,23,0,0,0
"West","Mbidima",38,"Feb",2018,146,72,74,103,72,31,43,30,13,117,53,64,117,53,64,0,0,0
"West","Mbidima",38,"Mar",2018,103,51,52,79,51,28,24,15,9,75,33,42,75,33,42,0,0,0
"West","Mbidima",38,"Apr",2018,50,24,26,35,24,11,15,10,5,14,6,8,14,6,8,0,0,0
"West","Mbidima",38,"May",2018,228,114,114,169,112,57,59,39,20,167,77,90,166,76,90,1,0,1
"West","Mbidima",38,"Jun",2018,244,121,123,177,118,59,67,45,22,56,28,28,55,27,28,1,0,1
"West","Mbidima",38,"Jul",2018,192,92,100,146,91,55,46,29,17,152,66,86,150,65,85,2,1,1
"West","Mbidima",38,"Aug",2018,651,291,360,565,288,277,86,44,42,452,140,312,449,140,309,3,1,2
"West","Mbidima",38,"Sep",2018,796,361,435,669,359,310,127,68,59,452,139,313,451,138,313,1,0,1
"West","Mbidima",38,"Oct",2018,352,157,195,292,156,136,60,32,28,309,109,200,304,109,195,5,2,3
"West","Mbidima",38,"Nov",2018,112,50,62,91,50,41,21,12,9,90,33,57,88,33,55,2,1,1
"West","Mbidima",38,"Dec",2018,93,45,48,71,44,27,22,14,8,57,27,30,57,27,30,0,0,0
"Central","Winnedua",39,"Jan",2018,375,177,198,278,174,104,97,61,36,244,107,137,235,105,130,9,4,5
"Central","Winnedua",39,"Feb",2018,166,80,86,105,77,28,61,45,16,132,61,71,126,60,66,6,3,3
"Central","Winnedua",39,"Mar",2018,114,55,59,78,53,25,36,25,11,76,33,43,71,32,39,5,2,3
"Central","Winnedua",39,"Apr",2018,276,135,141,194,129,65,82,55,27,169,83,86,159,81,78,10,5,5
"Central","Winnedua",39,"May",2018,418,203,215,302,197,105,116,76,40,245,127,118,232,124,108,13,7,6
"Central","Winnedua",39,"Jun",2018,167,82,85,118,80,38,49,33,16,145,74,71,138,72,66,7,4,3
"Central","Winnedua",39,"Jul",2018,404,196,208,302,191,111,102,64,38,258,126,132,249,124,125,9,4,5
"Central","Winnedua",39,"Aug",2018,79,36,43,64,36,28,15,8,7,44,17,27,43,17,26,1,0,1
"Central","Winnedua",39,"Sep",2018,432,201,231,363,197,166,69,37,32,261,106,155,250,104,146,11,5,6
"Central","Winnedua",39,"Oct",2018,744,334,410,627,330,297,117,62,55,562,208,354,546,206,340,16,6,10
"Central","Winnedua",39,"Nov",2018,350,161,189,324,158,166,26,13,13,260,92,168,250,90,160,10,4,6
"Central","Winnedua",39,"Dec",2018,297,142,155,252,139,113,45,25,20,254,106,148,246,104,142,8,3,5
"Plains","Othasii",40,"Jan",2018,374,179,195,281,178,103,93,59,34,200,83,117,199,83,116,1,0,1
"Plains","Othasii",40,"Feb",2018,332,158,174,254,158,96,78,49,29,214,89,125,214,89,125,0,0,0
"Plains","Othasii",40,"Mar",2018,83,40,43,66,40,26,17,10,7,42,16,26,42,16,26,0,0,0
"Plains","Othasii",40,"Apr",2018,153,74,79,134,74,60,19,10,9,121,46,75,121,46,75,0,0,0
"Plains","Othasii",40,"May",2018,176,87,89,159,87,72,17,9,8,111,41,70,111,42,69,0,0,0
"Plains","Othasii",40,"Jun",2018,97,47,50,92,47,45,5,3,2,57,22,35,57,22,35,0,0,0
"Plains","Othasii",40,"Jul",2018,101,49,52,91,49,42,10,5,5,83,38,45,83,38,45,0,0,0
"Plains","Othasii",40,"Aug",2018,265,115,150,246,115,131,19,9,10,217,67,150,217,68,149,0,0,0
"Plains","Othasii",40,"Sep",2018,136,61,75,112,61,51,24,13,11,80,28,52,80,28,52,0,0,0
"Plains","Othasii",40,"Oct",2018,186,87,99,161,87,74,25,14,11,144,62,82,144,62,82,0,0,0
"Plains","Othasii",40,"Nov",2018,397,185,212,312,185,127,85,50,35,325,135,190,324,135,189,1,0,1
"Plains","Othasii",40,"Dec",2018,246,117,129,180,118,62,66,43,23,138,63,75,138,64,74,0,0,0
"Central","Mbono",41,"Jan",2018,65,27,38,47,24,23,18,9,9,37,12,25,28,11,17,9,3,6
"Central","Mbono",41,"Feb",2018,136,56,80,92,49,43,44,24,20,101,34,67,82,30,52,19,7,12
"Central","Mbono",41,"Mar",2018,321,137,184,218,127,91,103,60,43,164,61,103,152,58,94,12,5,7
"Central","Mbono",41,"Apr",2018,398,185,213,317,176,141,81,45,36,286,126,160,269,123,146,17,8,9
"Central","Mbono",41,"May",2018,308,136,172,240,127,113,68,36,32,258,110,148,233,105,128,25,11,14
"Central","Mbono",41,"Jun",2018,22,10,12,19,10,9,3,2,1,4,2,2,4,2,2,0,0,0
"Central","Mbono",41,"Jul",2018,168,74,94,148,67,81,20,9,11,142,45,97,127,41,86,15,5,10
"Central","Mbono",41,"Aug",2018,429,170,259,378,154,224,51,21,30,340,99,241,303,93,210,37,11,26
"Central","Mbono",41,"Sep",2018,585,222,363,581,198,383,4,1,3,432,102,330,366,89,277,66,16,50
"Central","Mbono",41,"Oct",2018,149,50,99,138,46,92,11,4,7,133,25,108,120,24,96,13,3,10
"Central","Mbono",41,"Nov",2018,212,76,136,188,72,116,24,9,15,165,35,130,143,32,111,22,5,17
"Central","Mbono",41,"Dec",2018,240,96,144,239,84,155,1,0,1,228,70,158,188,61,127,40,13,27
